0.011721279	-0.04463483	0.042526577	0.010893781	0.023532804	-0.027228551	0.022123901	-0.024810381	0.01672577	0.052734513	0.0027538144	0.023122622	0.055699486	-0.0145743275	0.027486734	0.04728562
-0.013531582	0.048017126	0.089257635	-0.07909342	-0.054387458	-0.082511716	-0.033525	0.044127468	-0.003876231	0.108310126	-0.02454121	0.055023525	0.07613841	0.09665833	-0.060367487	0.00022915506
-0.0760913	0.0090983	0.11296283	-0.15008742	-0.074870765	-0.07234677	0.029344715	0.0737308	-0.036974892	0.08839347	0.010175901	0.1423267	0.12303551	0.04044226	-0.12366225	0.03764252
0.2680186	-0.20883861	-0.31410292	0.26150322	0.26722848	-0.12671266	0.10325312	-0.16156837	0.17925338	-0.21927087	0.20421086	-0.25573504	-0.19995445	-0.22309051	0.24319294	-0.14433151
0.027726972	-0.03060346	-0.017873924	0.0031584867	0.028313337	-0.042789456	0.06503125	-0.04763454	0.046756618	0.004631218	0.08732888	0.017042974	0.006410347	-0.008004524	-0.030986877	-0.055646174
-0.05323898	0.013249935	-0.0050711893	-0.032806385	-0.037148155	0.0151709495	-0.0018707344	-2.6782975e-05	-7.0722774e-05	-0.00064359163	-0.015198414	0.0381669	0.06382336	-0.011139041	-0.0199166	-0.048564013
0.25579476	-0.18969174	-0.28182983	0.21338049	0.18173848	-0.17965335	0.16893508	-0.22151427	0.20106255	-0.2061804	0.24855296	-0.205261	-0.21845067	-0.24522963	0.19491526	-0.19280376
-0.007977729	-0.024872022	0.05643418	-0.043346025	-0.010943216	-0.06580376	0.00479265	0.04323368	0.014356608	0.002025366	-0.034021307	0.059792113	0.0026758583	0.03156917	-0.061656304	0.0025180518
0.23125562	-0.19040644	-0.26450756	0.19587423	0.24441837	-0.23669824	0.20235206	-0.17328669	0.18791981	-0.2380431	0.2997697	-0.25245726	-0.20810123	-0.25186175	0.17233215	-0.1514395
0.020344833	0.0018919816	-0.011527153	-0.03579321	-0.0015045834	-0.04693904	0.09317635	0.010072912	0.02317624	0.03586588	0.04971027	0.04619046	-0.041202616	-0.04240801	-0.019399464	-0.02245427
0.2071975	-0.21967076	-0.30008435	0.20699134	0.26660532	-0.18237847	0.15048212	-0.15260206	0.23131876	-0.19242421	0.22399801	-0.25220072	-0.21973394	-0.16867119	0.24776487	-0.14601116
-0.009764064	-0.01194518	0.050465528	-0.06452416	-0.015011531	0.0047168387	0.033951364	0.028558088	0.0122387	0.024487507	-0.043921392	-0.00945282	-0.007686405	0.051013358	-0.043480303	-0.03860223
0.16600502	-0.028423939	-0.13732298	0.12515427	0.18493919	-0.010069074	0.043675743	-0.12119363	0.085897215	-0.15302753	0.105044186	-0.19960739	-0.10442264	-0.06009834	0.11769821	-0.026468376
-0.24888664	0.16292496	0.20144668	-0.28024322	-0.24865192	0.0630604	-0.067985006	0.10566316	-0.13696812	0.28327313	-0.16105954	0.22285843	0.20918249	0.15256825	-0.18548658	0.1661406
0.033357084	-0.0014130404	-0.0066668116	-0.0130206	-0.012026286	0.05586553	-0.04514992	-0.026667165	-0.02556938	-0.021563906	0.006920596	0.05567578	0.03732485	0.022236655	-0.05850493	0.007419027
-0.023994874	-0.0064872825	0.021400442	0.025489194	0.00023830024	-0.104321286	0.06090842	-0.056057315	0.041182175	0.005593904	0.016375497	0.02832907	-0.051735695	-0.035296142	0.023504166	-0.011795798
